tweet_id	tweet_text	class_label
1167883326872375298	Super important ahead of Hurricane Dorian - shelters all across the eastern US need your help! Please head to your local shelter and share with your friends ὠA	sympathy_and_support
1168209055086764044	As Category 5 Hurricane Dorian impacts the Bahamas, supplementary weather balloon launches in support of improved forecast model initializations continue at over 40 locations across the eastern United States and Canada - including this special 18Z release today @NWSJacksonMS .	other_relevant_information
1168320199407394816	Bird, Lime, Spin and Jump sent their hurricane preparedness plans to the city by Thursday, which include moving the scooters to secure buildings.	other_relevant_information
1167538295972216838	The District continues to monitor #HurricaneDorian and the potential impact to Broward County. Today, Friday, August 30, all after school activities continue as scheduled. Updates will provided throughout the weekend. For the latest updates, visit: .	caution_and_advice
1167626335440855042	At this time all cilivan search and rescue teams are on standby waiting to see where Hurricane Dorian is heading; however, we are accepting volunteer applications. If you are interested in standing by to help with	rescue_volunteering_or_donation_effort
1167676289630769152	No gas at all. No water that we can find. No propane left. No one on the streets and no boats in the marinas. It’s beginning to get real here on the ground in #ThePalmBeaches #Florida #HurricaneDorian ἲAὢCἲA	other_relevant_information
1168397043779473410	I showed Mom a video of #Dorians damage so far, the destruction of only half a Cat.5 storm. It brought tears of #María, of watching the aftermath in disbelief. We pray for #Bahamas, #PuertoRico is w/ you, and we will be w/ you when the winds stop blowing. Stay strong, familia.	sympathy_and_support
1167671617528483840	Make sure to support organizations such as @Americares as they prepare for disaster relief! Find organizations dedicated to relief from Natural Disasters here:	rescue_volunteering_or_donation_effort
1168146501807136768	The impact of a Cat 5, per NHC: Catastrophic damage will occur: A high percentage of framed homes will be destroyed, with total roof failure and wall collapse.  Power outages will last for weeks to possibly months. Most of the area will be uninhabitable for weeks or months.	infrastructure_and_utility_damage
1167775950316199937	2) There is increasing risk of extremely dangerous impacts in the northern Bahamas, especially Grand Bahama and Great Abaco, where a slow moving #Dorian could cause many hours of hurricane conditions. (9/)	caution_and_advice
1168252144119681026	RT @1Womyn4Truth: @55true4u Last hurricane with similar wind speeds as #Dorian was 1935 - 84 years ago. History is repeating itself. http	other_relevant_information
1167869909352632320	⭐️EPPERSON LAGOON IS OPEN LABOR DAY WEEKEND! ⭐️ With the latest storm track moving Dorian away from our area we plan to have the Lagoon OPEN today, Sunday and Monday – regular hours, regular use of water, beaches, bars, recreational rentals and amenities. #metrolagoons #epperson	other_relevant_information
1167526226195410944	RT @PlanoJeff: If Dorian doesn’t completely demolish Mar a Lago then thoughts and prayers” are absolutely useless.	not_humanitarian
1167507317081956353	The @NWS says some of the main impacts from the storm will be heavy rain and flooding. Prepare your family and secure your #boat now:  #Dorian	caution_and_advice
1168149375735828483	.@WickedBarley Brewing Company giving away #free #water ahead of #HurricaneDorian Call to see if still have any. 4100 Baymeadows Road #Jacksonville, #Florida ☎ 904-379-7077 #DisasterAssistTeam #Dorian #FLwx #HurricanePrep	other_relevant_information
1168237293754343425	Worried about #HurricaneDorian? Getting prepared is simple with this @HealthyFla guide to emergency preparedness stay informed, indoors, and aware of vulnerable people in your neighborhood who may need your help. Read more:	caution_and_advice
1168211030477901824	RT @PMBreakingNews: Breaking: Major damage is being reported as Hurricane Dorian makes landfall on the Abaco Islands in the Bahamas. :	infrastructure_and_utility_damage
