tweet_id	tweet_text	class_label
1061651759158853632	Smoking ruins and a mobile DNA lab: California wildfire claims 23, but death toll could climb	injured_or_dead_people
1064599072151990273	California’s utility, PG&amp;E was responsible for 16 of the fires that have ravaged CA. Victims of the CA Paradise fire are now suing the utility for the current fire. However, PG&amp;E and the Cali. PUC want to pass the wildfire costs to customers. Read more:	other_relevant_information
1061239977282072577	At least 9 dead in California wildfires as tens of thousands flee homes Breaking News EmailsGet breaking news alerts and special reports. The news and stories that	injured_or_dead_people
1063608886995898368	RT @WGNNews: At least 66 dead in California wildfires; more than 600 names on missing list	injured_or_dead_people
1064157198350086145	25K - + homeless &amp; from the #DeranfgedOrangeMan it couldve been less destructive if they would have raked up the leaves. #DonnyDipshit its called drought..‘Total devastation’: Trump visits California as wildfire death toll jumps to 76, with 1,276 missing	injured_or_dead_people
1061306622801141760	RT @GabbyVatistas: You’re a disgrace to humanity.	other_relevant_information
1065283124307857408	@CRUAdjusters Damage in November California wildfires now in the $14 billion rangenot to mention the horrific loss of life. Thoughts with all of the folks enduring this horrible hardship.	sympathy_and_support
1062448607515701248	A heartwarming story amid such tragedy in Butte County. I hope more families get positive news like this. The death toll of #CampFire now at 42.	injured_or_dead_people
1064795683234795525	2018 California Fires, Paradise, Malibu, 2017 California Fires, Dew Lase  via @YouTube	other_relevant_information
1065263414052671488	California fire: Officials fear rains will wash away victims remains with 870 still missing @LATvives @corinaknoll @AleneTchek	missing_or_found_people
1064958345218379776	DOES ANYONE SEE A PROBLEM HERE ??? CALIFORNIA FIRE TENTS VS MEXICAN BORDER CAMPS .. THIS SURE DOESNT LOOK LIKE AMERICA FIRST TO ME ᾝ0☹️ @IntelOperations @Fuctupmind @YellowRose1776 @DavidChristoson	not_humanitarian
1063115987673849856	RT LasVegasSun Fire death toll at 56 and counting in Northern California.  via LasVegasSun	injured_or_dead_people
1063463324879208448	This guy is demented &amp; always has been. Everything WRONG in CA can be laid at this commies feet. But on the other hand the brain dead zombies of LaLa Land keep electing this piece of human waste. So I guess ultimately its their own damn fault. Yet they want OUR $ for fires	other_relevant_information
1061524550263939072	The native settlers 13,000 years ago killed off all the very large mammals in North America, created deserts and burned off prairie grass lands. Their cities often failed and were abandoned. Colonization started millennia before Europeans arrived, reuniting the human race.	not_humanitarian
1061679982802583565	【TakeOff News Search ver0.4】 California Wildfires Death Toll Hits 23 - Reports Source:   #Crypto #Blockchain #TakeOff #TKO #ether #ethereum #bitcoin #cryptocurrency #btc	injured_or_dead_people
1065270170078318592	#anpFW NEVER TRUST BUREAUCRATIC GOVERNMENT. When BROWN vetoed the bill, he dismissed it as unnecessary and redundant to efforts the utility commission had already begun, arguing that it would gum up the process already underway.	not_humanitarian
1062113987406389250	I liked a @YouTube video  Jeffree Star, Miley Cyrus, Trump and Everything California Fires, VA Trainwreck	not_humanitarian
1061720700367634433	Time to be serious. My best friend lost her home in Malibu Lake, California due to the wildfires + has started a GoFundme for #MalibuLakeside + #MalibuLake Community. Please donate whatever you can. This area was also affected by a mass shooting. ❤️	rescue_volunteering_or_donation_effort
1065450714078609413	RT @azcentral: APS is sending about 40 workers to California to repair power lines damaged by the Camp Fire.	rescue_volunteering_or_donation_effort
1062220613123821568	At least 42 people were confirmed dead in cars and homes as a result of the wildfire in the Northern California town of Paradise and its outlying areas:  #mcj11/12	injured_or_dead_people
1062857229563387904	@SenKamalaHarris @RonWyden That is totally true, but we have a genuine housing crisis in #California and it is getting worse with every wildfire destroying entire communities at a time. Please do something to address our needs! Rent control cant help when the supply of housing literally cannot meet demand	infrastructure_and_utility_damage
1065606670460616706	RT @CBSNews: Green Bay Packers Aaron Rodgers donating $1 million to California wildfire victims	rescue_volunteering_or_donation_effort
1064132640536711174	#CampFire Evacuees Finding Comfort and Hope in Oroville Walmart #ParkingLot	displaced_people_and_evacuations
1063094107092979712	NOTHING TO SEE HERE!! JUST #Agenda21 #Agenda2030 CONTINUING! PREDICTED #FakeVirus #Chemtrails #Geoengineering #WeatherWarfare Norovirus Outbreak Reported in California Fire Shelter as Death Toll Hits 56-  Via - @NeonNettle #NeonNettle	injured_or_dead_people
1061270533679902721	Trump to sexual assault victims: its your own fault Trump to mass shooting victims: its your own fault Trump to California wildfire victims: its your own fault me to Trump, after he lands his colluding ass in prison: its your own faultasshole	other_relevant_information
1064816292916383744	Thank you to all the women and men fighting the fires, saving lives, homes and animals here in #california We are all so #grateful for your #courageous #dedication	sympathy_and_support
1063018879125925888	Death toll rises in California’s worst ever wildfire outbreak  via @YouTube	injured_or_dead_people
1063993468152799233	Please pray for those affected by this tragedy. We are seeing unprecedented devastation with the death toll now at 76 &amp; 1,276 still missing as of today. #CaliforniaFires #CaliforniaFire	sympathy_and_support
1063169817795067904	The Local Assistance Center will host local, state, and federal agencies along with community organizations, to answer questions about disaster assistance. The center at 1982 E. 20th St. will be open 9 a.m. to 7 p.m. daily. #ParadiseFire #ParadiseCA	other_relevant_information
1062908396599304193	RT @WalshFreedom: These California wildfires have now killed 59 people. 59 lives lost. Just horrible.	injured_or_dead_people
1061706893083791360	Fred Dursts Home Destroyed, TOOLs Adam Jones &amp; RHCPs Flea Evacuated From Their Homes In California Wildfires :	infrastructure_and_utility_damage
1065301253226459137	RT @jen_burs: Please give ὤFὉ5.. Grass Valley , Nevada City, Marysville area for Camp Fire victims . Thank you @Radiokvmr ὄD	rescue_volunteering_or_donation_effort
1063365381404921857	RT @JacloPac: Camp Fire Update: More Than 600 People Missing, 63 Dead in California’s Deadliest Wildfire.	injured_or_dead_people
1061296648721117184	#CaliforniaFires &amp; #Qpost 1762 What happens when CA is in serious debt and lost priority aid from the FED gov due to sanctuary status (illegal)? Light fires. Declare State of Emergency and req billions from FED. Why did POTUS reject in the past? Sick people! The more you know.	not_humanitarian
1061172567766196224	Heartfelt prayers for people in California as the wildfires rage; consuming the precious property, forests and even innocent lives. May it come to halt, with peace and prosperity afterwards. #CaliforniaFires #PrayersForCalifornia	sympathy_and_support
1064259105316134913	@andrewjgregor Also these were not Forrest fires. An expert in California called them chaparral fires spread by dry grasses, brush, wind	not_humanitarian
1065069764706541568	This week Im doing my best not to spiral into hopelessness at the news about the wildfires in California, where 1600+ people are still missing. Or yesterdays shootings. Or the DOW. Or the emails. If	missing_or_found_people
