tweet_id	tweet_text	class_label
1176502390863933440	Ya Allah forgive us &amp; protect us. ὤFὤF #earthquake	sympathy_and_support
1176567269553557504	Prayers for #earthquake victims in Pakistan. Damage escalates because of a lack of disaster management policy, millions of funding went to ERRA and the disaster management authorities	sympathy_and_support
1176781782689222656	RT @Turkey_Istambul: Can anyone tell me which season is best to visit northern areas of #Pakistan. I really wanted to come again.	other_relevant_information
1176550099943604225	How #Pakistan Government can decide who is culprit without any inquiry?? There should be fair inquiry after that anyone can be punished.. We request to United Nations to raise this issue.. @a_siab @GulBukhari @amnesty #PMIKSaysPakArmyBehindTerrorism	not_humanitarian
1176782778236571648	This earthquake has brought back the painful memories of the magnitude 7.6 earthquake that struck the same region in October 2005 and left more than 75,000 people dead and hundreds of thousands homeless. #AzadKashmir #earthquake	injured_or_dead_people
1176465435761487873	Rescue operations started, emergency declared. Injured and trapped people in Mirpur, AJK need urgent attention. #earthquake	rescue_volunteering_or_donation_effort
1176540302817005568	Strong earthquake jolts parts of Punjab, KP. #pakistan	other_relevant_information
1176622999799304192	An #earthquake of magnitude 5.8 jolted different parts of the Pakistan at 4:01 pm. The tremors were felt in #Islamabad, #Rawalpindi, #Lahore, #Peshawar, #Sialkot, #Charsadda, #Gujrat, #Malakand for 10 seconds as people ran out on to the roads from their houses and offices.	caution_and_advice
1176518668340957184	RT @ZPHQJammu: #EARTHQUAKE Today at about 16:31 hrs Earthquake tremors felt in #Jammu zone, no damage has been reported from anywhere .@Jm	other_relevant_information
1176495129546428416	RT @moeedahmed: Before the #earthquake; everyone was economy expert in #Pakistan, but now all of a sudden they are geologists. #Mirpur #ear	not_humanitarian
1176488395469729793	#BREAKING: A powerful 5.8-magnitude #earthquake has struck #Pakistan’s capital #Islamabad and other cities in the eastern #Punjab province. People gathered outside their office buildings, in panic, after the earthquake	caution_and_advice
